observed_at,bar_start,bar_end,bar_timeframe,pair,close,buy_volume,sell_volume,volume,delta,delta_direction,speed_score,prior_speed_score,speed_change_pct,speed_change_ratio,speed_lifecycle,eligible_for_paper_entry,flow_ready,flow_reason,record_type,source_event_key,delta_norm
2026-08-12T21:50:35.437730+00:00,1786571100,1786571400,5m,SOL/USD,75.59,14.780386380000001,288.7001902,303.48057658,-273.91980382,DOWN,0.9025941854561902,0.48645499212791665,85.54526113668639,1.855452611366864,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,SOL/USD|5m|1786571100,0.90259419
2026-08-12T21:50:35.437746+00:00,1786571100,1786571400,5m,BTC/USD,63468.4,0.9872826599999999,0.22654407,1.21382673,0.7607385899999999,UP,0.6267274984132206,0.17838473161279944,251.3347206046707,3.5133472060467072,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,BTC/USD|5m|1786571100,0.6267275
2026-08-12T21:51:05.468646+00:00,1786571100,1786571400,5m,DOT/USD,0.7759,19.36249554,0.0,19.36249554,19.36249554,UP,1.0,0.6638469469235242,50.637131741633354,1.5063713174163336,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,DOT/USD|5m|1786571100,1.0
2026-08-12T21:55:50.734638+00:00,1786571400,1786571700,5m,ADA/USD,0.181314,23013.7757915,180.51550124999997,23194.29129275,22833.26029025,UP,0.9844344887307314,0.5975613434106054,64.74199671485306,1.6474199671485306,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,ADA/USD|5m|1786571400,0.98443449
2026-08-12T22:00:51.017123+00:00,1786571700,1786572000,5m,DOGE/USD,0.0692767,170117.54831315,707519.5429693797,877637.09128253,-537401.9946562296,DOWN,0.6123282618683541,0.031583739495381236,1838.7452899866405,19.387452899866407,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,DOGE/USD|5m|1786571700,0.61232826
2026-08-12T22:01:06.048349+00:00,1786571700,1786572000,5m,AAVE/USD,87.61,0.11266,6.2776832,6.3903432,-6.1650232,DOWN,0.9647405478942038,0.36229997096434796,166.2822592357146,2.6628225923571462,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,AAVE/USD|5m|1786571700,0.96474055
2026-08-12T22:05:36.324986+00:00,1786572000,1786572300,5m,BTC/USD,63411.5,3.826122200000003,1.09692957,4.92305177,2.729192630000003,UP,0.5543700853667852,0.002163600840569767,25522.56747972035,256.2256747972035,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,BTC/USD|5m|1786572000,0.55437009
2026-08-12T22:05:36.325001+00:00,1786572000,1786572300,5m,ETH/USD,1877.21,1.59825352,9.855483,11.45373652,-8.25722948,DOWN,0.720920152614092,0.1353422992195065,432.66433093829687,5.326643309382969,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,ETH/USD|5m|1786572000,0.72092015
2026-08-12T22:05:36.325017+00:00,1786572000,1786572300,5m,XRP/USD,1.00421,17773.84157014,1147.7353888500002,18921.57695899,16626.10618129,UP,0.8786850174974777,0.14703009356928148,497.62256567118067,5.976225656711807,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,XRP/USD|5m|1786572000,0.87868502
2026-08-12T22:05:51.360188+00:00,1786572000,1786572300,5m,DOT/USD,0.7708,5246.492305330002,951.09953137,6197.5918367,4295.392773960002,UP,0.6930744855645653,0.3881858618745183,78.54191861026683,1.7854191861026683,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,DOT/USD|5m|1786572000,0.69307449
2026-08-12T22:06:06.379387+00:00,1786572000,1786572300,5m,LTC/USD,44.82,64.43830638,2.33032613,66.76863251,62.10798025,UP,0.9301969789586154,0.5160648570711631,80.24807661536721,1.8024807661536721,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,LTC/USD|5m|1786572000,0.93019698
2026-08-12T22:10:37.197224+00:00,1786572300,1786572600,5m,SOL/USD,75.47,13.91112067,92.82004477999999,106.73116545,-78.90892410999999,DOWN,0.7393241119152417,0.15820035769829985,367.3340330400448,4.673340330400448,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,SOL/USD|5m|1786572300,0.73932411
2026-08-12T22:10:37.197253+00:00,1786572300,1786572600,5m,ETH/USD,1877.58,6.238355440000001,207.17277754,213.41113298,-200.9344221,DOWN,0.9415367384738581,0.720920152614092,30.602083331947295,1.306020833319473,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,ETH/USD|5m|1786572300,0.94153674
